# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed Jun 24 20:05:12 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.63, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.006 -0.40400 7.07918 0.0900000036 1.0816895926    0.090 -2.043  3.4379  4.139    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.877 11.805 14.301 10.395
0.006 -0.40400 7.07918 0.0983313918 1.1570148252    0.098 -1.989  3.4446  4.150    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.5e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.742 11.604 14.000 10.210
0.006 -0.40400 7.07918 0.0992424265 1.1647467926    0.099 -1.983  3.4453  4.151    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.53e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.728 11.583 13.969 10.191
0.006 -0.40400 7.07918 0.1056648120 1.2167563692    0.106 -1.945  3.4497  4.158    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.634 11.446 13.768 10.065
0.006 -0.40400 7.07918 0.1177272722 1.3041497160    0.117 -1.878  3.4571  4.167    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.466 11.206 13.413 9.845
0.006 -0.40400 7.07918 0.1351980120 1.4119587120    0.135 -1.793  3.4662  4.178    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.54e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.253 10.909 12.988 9.573
0.006 -0.40400 7.07918 0.1362121254 1.4176547699    0.136 -1.788  3.4667  4.178    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.57e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.241 10.893 12.965 9.559
0.006 -0.40400 7.07918 0.1494698524 1.4873955278    0.149 -1.730  3.4726  4.184    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.095 10.695 12.690 9.377
0.006 -0.40400 7.07918 0.1575825363 1.5262229166    0.157 -1.697  3.4759  4.187    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.19e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.013 10.584 12.537 9.276
0.006 -0.40400 7.07918 0.1678966582 1.5719915783    0.167 -1.656  3.4799  4.190    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.48e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.911 10.449 12.352 9.151
0.006 -0.40400 7.07918 0.1727838367 1.5924207153    0.172 -1.638  3.4817  4.191    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.62e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.866 10.389 12.270 9.096
0.006 -0.40400 7.07918 0.1786779016 1.6160817126    0.178 -1.616  3.4838  4.192    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.810 10.317 12.171 9.030
0.006 -0.40400 7.07918 0.2048291862 1.7100096610    0.204 -1.530  3.4924  4.199    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.61e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.595 10.035 11.789 8.772
0.006 -0.40400 7.07918 0.2233628184 1.7676113150    0.222 -1.476  3.4976  4.204    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.12e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.461 9.862 11.562 8.613
0.006 -0.40400 7.07918 0.2411060184 1.8172137689    0.240 -1.430  3.5023  4.209    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.58e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.345 9.713 11.365 8.477
0.006 -0.40400 7.07918 0.2656178474 1.8784316995    0.264 -1.369  3.5088  4.217    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.23e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.193 9.517 11.105 8.299
0.006 -0.40400 7.07918 0.2840909064 1.9199089181    0.283 -1.327  3.5134  4.222    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.73e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.086 9.380 10.925 8.175
0.006 -0.40400 7.07918 0.2953076363 1.9434201558    0.294 -1.303  3.5159  4.226    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.99e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.028 9.305 10.827 8.107
0.006 -0.40400 7.07918 0.3303030431 2.0099003913    0.329 -1.234  3.5233  4.235    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.88e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.854 9.084 10.541 7.907
0.006 -0.40400 7.07918 0.3468036056 2.0381473587    0.346 -1.205  3.5264  4.239    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.781 8.993 10.424 7.824
0.006 -0.40400 7.07918 0.3765151799 2.0848521217    0.376 -1.155  3.5317  4.246    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.656 8.837 10.226 7.682
0.006 -0.40400 7.07918 0.4227272868 2.1487074326    0.422 -1.083  3.5395  4.256    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.477 8.613 9.943 7.479
0.006 -0.40400 7.07918 0.4658883512 2.2006440740    0.465 -1.023  3.5466  4.267    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.328 8.426 9.706 7.311
0.006 -0.40400 7.07918 0.4689394236 2.2040773004    0.468 -1.019  3.5470  4.268    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.318 8.413 9.690 7.299
0.006 -0.40400 7.07918 0.5000687838 2.2375250480    0.499 -0.977  3.5523  4.275    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.213 8.279 9.520 7.180
0.006 -0.40400 7.07918 0.5151515603 2.2525465222    0.515 -0.957  3.5547  4.278    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.163 8.217 9.441 7.124
0.006 -0.40400 7.07918 0.5401238799 2.2753092297    0.539 -0.925  3.5594  4.285    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.083 8.112 9.305 7.032
0.006 -0.40400 7.07918 0.5613636374 2.2928480160    0.561 -0.898  3.5630  4.288    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 7.014 8.024 9.194 6.954
0.006 -0.40400 7.07918 0.5773444176 2.3050704132    0.577 -0.877  3.5663  4.293    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 6.964 7.957 9.106 6.895
0.006 -0.40400 7.07918 0.6075757742 2.3261824018    0.607 -0.837  3.5721  4.299    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 6.862 7.827 8.942 6.781
0.006 -0.40400 7.07918 0.6378573775 2.3450390927    0.638 -0.795  3.5788  4.305    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 6.758 7.693 8.774 6.664
0.006 -0.40400 7.07918 0.6537879109 2.3541567464    0.654 -0.775  3.5821  4.309    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 6.707 7.628 8.691 6.606
0.006 -0.40400 7.07918 0.6999999881 2.3779266974    0.700 -0.703  3.5944  4.316    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-14      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 6.527 7.397 8.399 6.406
0.006 -0.40400 7.07918 0.7500000000 2.3998889087    0.750 -0.558  3.6426  4.393    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-14      0.00 7.349e-01 2.591e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 6.164 6.851 7.640 5.976
0.006 -0.40400 7.07918 0.7596503496 2.4037467873    0.760 -0.545  3.6440  4.392    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.64e-14      0.00 7.349e-01 2.591e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 6.134 6.815 7.597 5.944
0.006 -0.40400 7.07918 0.8000000119 2.4187244405    0.800 -0.483  3.6511  4.381    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.01e-14      0.00 7.349e-01 2.591e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.978 6.632 7.381 5.780
0.006 -0.40400 7.07918 0.8088172674 2.4217694116    0.809 -0.471  3.6530  4.380    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-14      0.00 7.349e-01 2.591e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.947 6.594 7.336 5.747
0.006 -0.40400 7.07918 0.8464497924 2.4339494749    0.846 -0.410  3.6622  4.376    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.46e-14      0.00 7.349e-01 2.591e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.795 6.409 7.115 5.585
0.006 -0.40400 7.07918 0.8500000238 2.4350346840    0.850 -0.403  3.6633  4.375    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.52e-14      0.00 7.349e-01 2.591e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.777 6.387 7.089 5.565
0.006 -0.40400 7.07918 0.8830880523 2.4446681470    0.883 -0.335  3.6743  4.368    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.608 6.184 6.848 5.387
0.006 -0.40400 7.07918 0.8999999762 2.4492786016    0.899 -0.300  3.6803  4.365    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.38e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.519 6.078 6.723 5.295
0.006 -0.40400 7.07918 0.9259150624 2.4559690735    0.925 -0.247  3.6894  4.361    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.89e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.386 5.921 6.540 5.157
0.006 -0.40400 7.07918 0.9499999881 2.4618121868    0.950 -0.194  3.6985  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.47e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.255 5.770 6.363 5.025
0.006 -0.40400 7.07918 0.9904623628 2.4708968117    0.991 -0.101  3.7143  4.344    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.73e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 5.022 5.508 6.061 4.795
0.006 -0.40400 7.07918 1.0000000000 2.4729154477    1.000 -0.077  3.7181  4.340    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.09e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.964 5.445 5.988 4.738
0.006 -0.40400 7.07918 1.0277965069 2.4785535912    1.028 -0.008  3.7292  4.327    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.98e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.791 5.258 5.775 4.572
0.006 -0.40400 7.07918 1.0499999523 2.4828114860    1.050  0.050  3.7384  4.314    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.87e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.645 5.103 5.600 4.434
0.006 -0.40400 7.07918 1.0587226152 2.4844281228    1.058  0.073  3.7418  4.309    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.24e-14      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.587 5.042 5.532 4.380
0.006 -0.40400 7.07918 1.0872006416 2.4894991127    1.086  0.154  3.7534  4.286    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.386 4.836 5.300 4.196
0.006 -0.40400 7.07918 1.1000000238 2.4916801480    1.099  0.192  3.7587  4.274    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.291 4.739 5.192 4.109
0.006 -0.40400 7.07918 1.1189994812 2.4948121254    1.118  0.250  3.7664  4.254    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 4.144 4.591 5.029 3.976
0.006 -0.40400 7.07918 1.1474399567 2.4992782477    1.147  0.343  3.7781  4.219    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.912 4.361 4.773 3.768
0.006 -0.40400 7.07918 1.1499999762 2.4996678137    1.149  0.352  3.7791  4.215    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.891 4.340 4.750 3.749
0.006 -0.40400 7.07918 1.1565414667 2.5006542498    1.156  0.374  3.7818  4.206    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.836 4.285 4.690 3.700
0.006 -0.40400 7.07918 1.1761413813 2.5035344561    1.176  0.440  3.7900  4.181    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.671 4.123 4.511 3.554
0.006 -0.40400 7.07918 1.1964632273 2.5064064521    1.196  0.505  3.7988  4.158    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.508 3.964 4.335 3.412
0.006 -0.40400 7.07918 1.2000000477 2.5068948796    1.200  0.516  3.8004  4.154    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.24e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.480 3.936 4.304 3.388
0.006 -0.40400 7.07918 1.2054568529 2.5076419913    1.205  0.533  3.8028  4.149    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.437 3.895 4.258 3.352
0.006 -0.40400 7.07918 1.2249909639 2.5102538482    1.225  0.586  3.8118  4.139    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.304 3.767 4.113 3.242
0.006 -0.40400 7.07918 1.2458528280 2.5129394822    1.246  0.634  3.8220  4.140    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.186 3.654 3.982 3.149
0.006 -0.40400 7.07918 1.2500000000 2.5134610955    1.250  0.642  3.8241  4.141    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.69e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.166 3.635 3.959 3.134
0.006 -0.40400 7.07918 1.2613010406 2.5148624922    1.261  0.664  3.8302  4.148    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.73e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.111 3.583 3.897 3.094
0.006 -0.40400 7.07918 1.2694307566 2.5158528992    1.269  0.673  3.8342  4.158    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -2.7e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.088 3.563 3.870 3.082
0.006 -0.40400 7.07918 1.2999999523 2.5194498592    1.300  0.694  3.8483  4.204    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.036 3.521 3.804 3.068
0.006 -0.40400 7.07918 1.3182288408 2.5215037061    1.318  0.698  3.8570  4.240    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.28e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.024 3.516 3.786 3.080
0.006 -0.40400 7.07918 1.3409829140 2.5239775163    1.341  0.691  3.8641  4.283    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 7.350e-01 2.590e-01 1.065e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.041 3.540 3.799 3.118
0.006 -0.40400 7.07918 1.3500001431 2.5249313723    1.350  0.689  3.8656  4.294    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.047 3.547 3.804 3.128
0.006 -0.40400 7.07918 1.3644691706 2.5264316730    1.365  0.684  3.8681  4.313    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.059 3.562 3.815 3.148
0.006 -0.40400 7.07918 1.3929336071 2.5292788167    1.393  0.692  3.8730  4.334    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.907e-04 2.640e-03 -1.000 6.000e-03 3.041 3.549 3.794 3.145
0.006 -0.40400 7.07918 1.4000000954 2.5299650415    1.400  0.695  3.8743  4.338    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 3.032 3.541 3.785 3.140
0.006 -0.40400 7.07918 1.4145295620 2.5313512534    1.415  0.703  3.8775  4.348    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 3.013 3.526 3.764 3.131
0.006 -0.40400 7.07918 1.4303113222 2.5328203073    1.431  0.729  3.8839  4.352    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.947 3.465 3.694 3.084
0.006 -0.40400 7.07918 1.4500000477 2.5346015836    1.450  0.763  3.8923  4.358    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.863 3.390 3.605 3.027
0.006 -0.40400 7.07918 1.4538443089 2.5349429131    1.454  0.770  3.8941  4.359    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.846 3.375 3.588 3.016
0.006 -0.40400 7.07918 1.4832515717 2.5374867937    1.483  0.819  3.9071  4.370    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.721 3.267 3.460 2.937
0.006 -0.40400 7.07918 1.5000000000 2.5388844597    1.500  0.844  3.9135  4.377    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.661 3.217 3.400 2.900
0.006 -0.40400 7.07918 1.5180649757 2.5403523041    1.518  0.870  3.9207  4.385    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.596 3.165 3.337 2.863
0.006 -0.40400 7.07918 1.5499999523 2.5428511323    1.550  0.908  3.9310  4.396    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-13      0.00 7.350e-01 2.590e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 2.500 3.090 3.249 2.811
0.006 -0.40400 7.07918 1.6000000238 2.5465340628    1.600  0.964  3.9466  4.417    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.12e-14      0.00 7.351e-01 2.589e-01 1.064e-03 2.906e-04 2.639e-03 -1.000 6.000e-03 2.361 2.997 3.136 2.746
0.006 -0.40400 7.07918 1.6499999762 2.5499614773    1.649  1.011  3.9606  4.439    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-14      0.00 7.351e-01 2.589e-01 1.064e-03 2.906e-04 2.639e-03 -1.000 6.000e-03 2.243 2.927 3.052 2.698
0.006 -0.40400 7.07918 1.6644443274 2.5509076329    1.664  1.024  3.9643  4.444    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.01e-19      0.00 7.351e-01 2.589e-01 1.064e-03 2.906e-04 2.639e-03 -1.000 6.000e-03 2.210 2.908 3.030 2.684
0.006 -0.40400 7.07918 1.7000000477 2.5531580802    1.699  1.061  3.9724  4.449    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.351e-01 2.589e-01 1.064e-03 2.906e-04 2.639e-03 -1.000 6.000e-03 2.117 2.847 2.962 2.634
0.006 -0.40400 7.07918 1.7500000000 2.5561455243    1.749  1.113  3.9835  4.454    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.351e-01 2.589e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 1.988 2.765 2.872 2.566
0.006 -0.40400 7.07918 1.7999999523 2.5589429085    1.799  1.163  3.9942  4.459    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.351e-01 2.589e-01 1.064e-03 2.906e-04 2.640e-03 -1.000 6.000e-03 1.862 2.686 2.786 2.498
0.006 -0.40400 7.07918 1.8473684788 2.5614330735    1.846  1.208  4.0036  4.463    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.351e-01 2.589e-01 1.064e-03 2.905e-04 2.639e-03 -1.000 6.000e-03 1.750 2.618 2.712 2.439
